rank,call,wall_enter,cpu_enter,thread_id,buffer_count,datatype,rank_of_dest/source,tag,request_array,status_array,request,wall_return,cpu_return
1,"MPI_Waitall",1032385.416631599,0.198320787,0,12,,,"{requests: [13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2]}","{statuses: [{bytes:3448, cancelled:0, source:0, tag:0, error:0}, {bytes:136, cancelled:0, source:2, tag:0, error:0}, {bytes:3480, cancelled:0, source:3, tag:0, error:0}, {bytes:120, cancelled:0, source:4, tag:0, error:0}, {bytes:3368, cancelled:0, source:5, tag:0, error:0}, {bytes:128, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.416635502,0.198324661 
1,"MPI_Comm_size",1032385.417172324,0.198860566,0,8,,,,,,,1032385.417172887,0.198861237 
1,"MPI_Comm_rank",1032385.417173972,0.198862317,0,1,,,,,,,1032385.417174588,0.198862835 
1,"MPI_Irecv",1032385.417175897,0.198864064,0,431,"MPI_DOUBLE",0,0,,,2,1032385.417177130,0.198865335 
1,"MPI_Irecv",1032385.417178581,0.198866791,0,17,"MPI_DOUBLE",2,0,,,3,1032385.417179323,0.198867530 
1,"MPI_Irecv",1032385.417180121,0.198868356,0,435,"MPI_DOUBLE",3,0,,,4,1032385.417181111,0.198869073 
1,"MPI_Irecv",1032385.417182341,0.198870503,0,15,"MPI_DOUBLE",4,0,,,5,1032385.417182768,0.198871104 
1,"MPI_Irecv",1032385.417183784,0.198871983,0,421,"MPI_DOUBLE",5,0,,,6,1032385.417184361,0.198872638 
1,"MPI_Irecv",1032385.417185380,0.198873481,0,16,"MPI_DOUBLE",7,0,,,7,1032385.417186058,0.198874264 
1,"MPI_Isend",1032385.417187142,0.198875177,0,431,"MPI_DOUBLE",0,0,,,8,1032385.417188934,0.198876991 
1,"MPI_Isend",1032385.417190394,0.198878443,0,10,"MPI_DOUBLE",2,0,,,9,1032385.417191526,0.198879831 
1,"MPI_Isend",1032385.417192566,0.198880530,0,464,"MPI_DOUBLE",3,0,,,10,1032385.417194161,0.198882342 
1,"MPI_Isend",1032385.417194972,0.198883287,0,15,"MPI_DOUBLE",4,0,,,11,1032385.417196184,0.198884376 
1,"MPI_Isend",1032385.417196782,0.198885115,0,435,"MPI_DOUBLE",5,0,,,12,1032385.417197600,0.198885910 
1,"MPI_Isend",1032385.417198508,0.198886697,0,19,"MPI_DOUBLE",7,0,,,13,1032385.417199202,0.198887531 
1,"MPI_Waitall",1032385.417325243,0.199013333,0,12,,,"{requests: [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}","{statuses: [{bytes:3448, cancelled:0, source:0, tag:0, error:0}, {bytes:136, cancelled:0, source:2, tag:0, error:0}, {bytes:3480, cancelled:0, source:3, tag:0, error:0}, {bytes:120, cancelled:0, source:4, tag:0, error:0}, {bytes:3368, cancelled:0, source:5, tag:0, error:0}, {bytes:128, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.417329620,0.199017731 
1,"MPI_Comm_size",1032385.417384447,0.199072312,0,8,,,,,,,1032385.417385108,0.199072978 
1,"MPI_Comm_rank",1032385.417390365,0.199078135,0,1,,,,,,,1032385.417391026,0.199078908 
1,"MPI_Irecv",1032385.417392358,0.199079994,0,49,"MPI_DOUBLE",0,0,,,13,1032385.417393619,0.199081338 
1,"MPI_Irecv",1032385.417394874,0.199082593,0,2,"MPI_DOUBLE",2,0,,,12,1032385.417395603,0.199083478 
1,"MPI_Irecv",1032385.417396581,0.199084187,0,55,"MPI_DOUBLE",3,0,,,11,1032385.417397299,0.199085174 
1,"MPI_Irecv",1032385.417397904,0.199085907,0,2,"MPI_DOUBLE",4,0,,,10,1032385.417398439,0.199086440 
1,"MPI_Irecv",1032385.417399244,0.199087091,0,55,"MPI_DOUBLE",5,0,,,9,1032385.417400019,0.199087793 
1,"MPI_Irecv",1032385.417400804,0.199088799,0,2,"MPI_DOUBLE",7,0,,,8,1032385.417401394,0.199089390 
1,"MPI_Isend",1032385.417402381,0.199090266,0,65,"MPI_DOUBLE",0,0,,,7,1032385.417403722,0.199091559 
1,"MPI_Isend",1032385.417404616,0.199092609,0,4,"MPI_DOUBLE",2,0,,,6,1032385.417405561,0.199093552 
1,"MPI_Isend",1032385.417406181,0.199094194,0,53,"MPI_DOUBLE",3,0,,,5,1032385.417406931,0.199094899 
1,"MPI_Isend",1032385.417407536,0.199095523,0,2,"MPI_DOUBLE",4,0,,,4,1032385.417408378,0.199096364 
1,"MPI_Isend",1032385.417408947,0.199096952,0,56,"MPI_DOUBLE",5,0,,,3,1032385.417409498,0.199097440 
1,"MPI_Isend",1032385.417410032,0.199098038,0,4,"MPI_DOUBLE",7,0,,,2,1032385.417410488,0.199098494 
1,"MPI_Waitall",1032385.417474679,0.199162312,0,12,,,"{requests: [13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2]}","{statuses: [{bytes:392, cancelled:0, source:0, tag:0, error:0}, {bytes:16, cancelled:0, source:2, tag:0, error:0}, {bytes:440, cancelled:0, source:3, tag:0, error:0}, {bytes:16, cancelled:0, source:4, tag:0, error:0}, {bytes:440, cancelled:0, source:5, tag:0, error:0}, {bytes:16, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.417477841,0.199165746 
1,"MPI_Comm_size",1032385.417481460,0.199169358,0,8,,,,,,,1032385.417481919,0.199169783 
1,"MPI_Comm_rank",1032385.417482698,0.199170577,0,1,,,,,,,1032385.417483037,0.199170913 
1,"MPI_Comm_size",1032385.417486800,0.199174684,0,8,,,,,,,1032385.417487118,0.199174986 
1,"MPI_Comm_rank",1032385.417487608,0.199175499,0,1,,,,,,,1032385.417487907,0.199175764 
1,"MPI_Irecv",1032385.417488825,0.199176692,0,197,"MPI_DOUBLE",0,0,,,2,1032385.417489540,0.199177427 
1,"MPI_Irecv",1032385.417490278,0.199178165,0,28,"MPI_DOUBLE",2,0,,,3,1032385.417490615,0.199178502 
1,"MPI_Irecv",1032385.417491141,0.199179025,0,204,"MPI_DOUBLE",3,0,,,4,1032385.417491520,0.199179381 
1,"MPI_Irecv",1032385.417492156,0.199180010,0,29,"MPI_DOUBLE",4,0,,,5,1032385.417493139,0.199180629 
1,"MPI_Irecv",1032385.417493873,0.199181730,0,208,"MPI_DOUBLE",5,0,,,6,1032385.417494551,0.199182286 
1,"MPI_Irecv",1032385.417495521,0.199183175,0,1,"MPI_DOUBLE",6,0,,,7,1032385.417496283,0.199183991 
1,"MPI_Irecv",1032385.417497294,0.199184921,0,31,"MPI_DOUBLE",7,0,,,8,1032385.417497903,0.199185638 
1,"MPI_Isend",1032385.417498853,0.199186448,0,203,"MPI_DOUBLE",0,0,,,9,1032385.417500311,0.199188005 
1,"MPI_Isend",1032385.417501301,0.199189048,0,31,"MPI_DOUBLE",2,0,,,10,1032385.417502756,0.199190475 
1,"MPI_Isend",1032385.417503479,0.199191172,0,217,"MPI_DOUBLE",3,0,,,11,1032385.417504380,0.199192251 
1,"MPI_Isend",1032385.417505524,0.199193119,0,22,"MPI_DOUBLE",4,0,,,12,1032385.417506462,0.199194135 
1,"MPI_Isend",1032385.417507407,0.199195055,0,212,"MPI_DOUBLE",5,0,,,13,1032385.417508287,0.199195891 
1,"MPI_Isend",1032385.417508996,0.199196853,0,4,"MPI_DOUBLE",6,0,,,14,1032385.417510239,0.199197827 
1,"MPI_Isend",1032385.417511080,0.199198911,0,28,"MPI_DOUBLE",7,0,,,15,1032385.417511847,0.199199680 
1,"MPI_Waitall",1032385.417512728,0.199200579,0,14,,,"{requests: [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}","{statuses: [{bytes:1576, cancelled:0, source:0, tag:0, error:0}, {bytes:224, cancelled:0, source:2, tag:0, error:0}, {bytes:1632, cancelled:0, source:3, tag:0, error:0}, {bytes:232, cancelled:0, source:4, tag:0, error:0}, {bytes:1664, cancelled:0, source:5, tag:0, error:0}, {bytes:8, cancelled:0, source:6, tag:0, error:0}, {bytes:248, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.417518217,0.199206013 
1,"MPI_Comm_size",1032385.417732688,0.199420120,0,8,,,,,,,1032385.417733029,0.199420541 
1,"MPI_Comm_rank",1032385.417733772,0.199421283,0,1,,,,,,,1032385.417734078,0.199421592 
1,"MPI_Irecv",1032385.417734781,0.199422296,0,197,"MPI_DOUBLE",0,0,,,15,1032385.417735403,0.199422915 
1,"MPI_Irecv",1032385.417736107,0.199423615,0,28,"MPI_DOUBLE",2,0,,,14,1032385.417736491,0.199423998 
1,"MPI_Irecv",1032385.417737017,0.199424528,0,204,"MPI_DOUBLE",3,0,,,13,1032385.417737388,0.199424895 
1,"MPI_Irecv",1032385.417737868,0.199425373,0,29,"MPI_DOUBLE",4,0,,,12,1032385.417738257,0.199425766 
1,"MPI_Irecv",1032385.417738804,0.199426306,0,208,"MPI_DOUBLE",5,0,,,11,1032385.417739209,0.199426712 
1,"MPI_Irecv",1032385.417739746,0.199427223,0,1,"MPI_DOUBLE",6,0,,,10,1032385.417740171,0.199427651 
1,"MPI_Irecv",1032385.417740758,0.199428259,0,31,"MPI_DOUBLE",7,0,,,9,1032385.417741236,0.199428737 
1,"MPI_Isend",1032385.417742019,0.199429327,0,203,"MPI_DOUBLE",0,0,,,8,1032385.417743139,0.199430490 
1,"MPI_Isend",1032385.417743987,0.199431460,0,31,"MPI_DOUBLE",2,0,,,7,1032385.417744859,0.199432359 
1,"MPI_Isend",1032385.417746698,0.199433213,0,217,"MPI_DOUBLE",3,0,,,6,1032385.417748114,0.199435481 
1,"MPI_Isend",1032385.417749217,0.199436541,0,22,"MPI_DOUBLE",4,0,,,5,1032385.417750599,0.199437856 
1,"MPI_Isend",1032385.417751394,0.199438767,0,212,"MPI_DOUBLE",5,0,,,4,1032385.417752480,0.199439672 
1,"MPI_Isend",1032385.417753326,0.199440594,0,4,"MPI_DOUBLE",6,0,,,3,1032385.417754204,0.199441646 
1,"MPI_Isend",1032385.417755146,0.199442399,0,28,"MPI_DOUBLE",7,0,,,2,1032385.417755835,0.199443200 
1,"MPI_Waitall",1032385.417806265,0.199493608,0,14,,,"{requests: [15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2]}","{statuses: [{bytes:1576, cancelled:0, source:0, tag:0, error:0}, {bytes:224, cancelled:0, source:2, tag:0, error:0}, {bytes:1632, cancelled:0, source:3, tag:0, error:0}, {bytes:232, cancelled:0, source:4, tag:0, error:0}, {bytes:1664, cancelled:0, source:5, tag:0, error:0}, {bytes:8, cancelled:0, source:6, tag:0, error:0}, {bytes:248, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.417809850,0.199497241 
1,"MPI_Comm_size",1032385.417834426,0.199521707,0,8,,,,,,,1032385.417834746,0.199522099 
1,"MPI_Comm_rank",1032385.417835398,0.199522752,0,1,,,,,,,1032385.417835705,0.199523060 
1,"MPI_Irecv",1032385.417836510,0.199523863,0,18,"MPI_DOUBLE",0,0,,,2,1032385.417837066,0.199524418 
1,"MPI_Irecv",1032385.417837762,0.199525111,0,3,"MPI_DOUBLE",2,0,,,3,1032385.417838116,0.199525467 
1,"MPI_Irecv",1032385.417838631,0.199525980,0,16,"MPI_DOUBLE",3,0,,,4,1032385.417838986,0.199526336 
1,"MPI_Irecv",1032385.417839524,0.199526872,0,1,"MPI_DOUBLE",4,0,,,5,1032385.417839882,0.199527230 
1,"MPI_Irecv",1032385.417840433,0.199527778,0,14,"MPI_DOUBLE",5,0,,,6,1032385.417840807,0.199528156 
1,"MPI_Irecv",1032385.417841336,0.199528684,0,3,"MPI_DOUBLE",7,0,,,7,1032385.417841707,0.199529053 
1,"MPI_Isend",1032385.417842324,0.199529631,0,11,"MPI_DOUBLE",0,0,,,8,1032385.417843168,0.199530487 
1,"MPI_Isend",1032385.417843878,0.199531199,0,1,"MPI_DOUBLE",2,0,,,9,1032385.417844978,0.199532129 
1,"MPI_Isend",1032385.417845597,0.199532910,0,16,"MPI_DOUBLE",3,0,,,10,1032385.417846526,0.199533821 
1,"MPI_Isend",1032385.417847209,0.199534519,0,1,"MPI_DOUBLE",4,0,,,11,1032385.417847998,0.199535332 
1,"MPI_Isend",1032385.417848757,0.199536072,0,15,"MPI_DOUBLE",5,0,,,12,1032385.417849358,0.199536583 
1,"MPI_Isend",1032385.417850244,0.199537359,0,1,"MPI_DOUBLE",6,0,,,13,1032385.417851144,0.199538450 
1,"MPI_Isend",1032385.417851827,0.199539054,0,2,"MPI_DOUBLE",7,0,,,14,1032385.417852588,0.199539890 
1,"MPI_Waitall",1032385.417874332,0.199561524,0,13,,,"{requests: [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}","{statuses: [{bytes:144, cancelled:0, source:0, tag:0, error:0}, {bytes:24, cancelled:0, source:2, tag:0, error:0}, {bytes:128, cancelled:0, source:3, tag:0, error:0}, {bytes:8, cancelled:0, source:4, tag:0, error:0}, {bytes:112, cancelled:0, source:5, tag:0, error:0}, {bytes:24, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.417884188,0.199571069 
1,"MPI_Comm_size",1032385.417887086,0.199574263,0,8,,,,,,,1032385.417887957,0.199575000 
1,"MPI_Comm_rank",1032385.417891732,0.199578796,0,1,,,,,,,1032385.417892042,0.199579312 
1,"MPI_Comm_size",1032385.417894354,0.199581600,0,8,,,,,,,1032385.417894678,0.199581922 
1,"MPI_Comm_rank",1032385.417895173,0.199582441,0,1,,,,,,,1032385.417895483,0.199582728 
1,"MPI_Irecv",1032385.417896096,0.199583360,0,60,"MPI_DOUBLE",0,0,,,14,1032385.417896651,0.199583916 
1,"MPI_Irecv",1032385.417897561,0.199584800,0,21,"MPI_DOUBLE",2,0,,,13,1032385.417898011,0.199585172 
1,"MPI_Irecv",1032385.417898753,0.199585891,0,65,"MPI_DOUBLE",3,0,,,12,1032385.417899094,0.199586358 
1,"MPI_Irecv",1032385.417899622,0.199586853,0,21,"MPI_DOUBLE",4,0,,,11,1032385.417900073,0.199587304 
1,"MPI_Irecv",1032385.417900632,0.199587884,0,68,"MPI_DOUBLE",5,0,,,10,1032385.417901158,0.199588316 
1,"MPI_Irecv",1032385.417901953,0.199588953,0,6,"MPI_DOUBLE",6,0,,,9,1032385.417902472,0.199589566 
1,"MPI_Irecv",1032385.417903342,0.199590442,0,27,"MPI_DOUBLE",7,0,,,8,1032385.417903929,0.199591158 
1,"MPI_Isend",1032385.417904800,0.199591845,0,68,"MPI_DOUBLE",0,0,,,7,1032385.417905505,0.199592754 
1,"MPI_Isend",1032385.417906228,0.199593369,0,20,"MPI_DOUBLE",2,0,,,6,1032385.417907414,0.199594360 
1,"MPI_Isend",1032385.417908285,0.199595360,0,72,"MPI_DOUBLE",3,0,,,5,1032385.417909155,0.199596363 
1,"MPI_Isend",1032385.417909763,0.199597002,0,19,"MPI_DOUBLE",4,0,,,4,1032385.417910521,0.199597741 
1,"MPI_Isend",1032385.417911509,0.199598588,0,65,"MPI_DOUBLE",5,0,,,3,1032385.417912250,0.199599381 
1,"MPI_Isend",1032385.417913028,0.199600118,0,11,"MPI_DOUBLE",6,0,,,2,1032385.417913821,0.199601028 
1,"MPI_Isend",1032385.417914364,0.199601577,0,28,"MPI_DOUBLE",7,0,,,15,1032385.417915096,0.199602133 
1,"MPI_Waitall",1032385.417916434,0.199603472,0,14,,,"{requests: [14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 15]}","{statuses: [{bytes:480, cancelled:0, source:0, tag:0, error:0}, {bytes:168, cancelled:0, source:2, tag:0, error:0}, {bytes:520, cancelled:0, source:3, tag:0, error:0}, {bytes:168, cancelled:0, source:4, tag:0, error:0}, {bytes:544, cancelled:0, source:5, tag:0, error:0}, {bytes:48, cancelled:0, source:6, tag:0, error:0}, {bytes:216, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.417934630,0.199621661 
1,"MPI_Comm_size",1032385.417976914,0.199663937,0,8,,,,,,,1032385.417977486,0.199664521 
1,"MPI_Comm_rank",1032385.417978170,0.199665309,0,1,,,,,,,1032385.417978692,0.199665730 
1,"MPI_Irecv",1032385.417979445,0.199666560,0,60,"MPI_DOUBLE",0,0,,,15,1032385.417980260,0.199667370 
1,"MPI_Irecv",1032385.417981532,0.199668216,0,21,"MPI_DOUBLE",2,0,,,2,1032385.417982230,0.199669247 
1,"MPI_Irecv",1032385.417982921,0.199670014,0,65,"MPI_DOUBLE",3,0,,,3,1032385.417983585,0.199670556 
1,"MPI_Irecv",1032385.417984500,0.199671432,0,21,"MPI_DOUBLE",4,0,,,4,1032385.417985482,0.199672369 
1,"MPI_Irecv",1032385.417986750,0.199673761,0,68,"MPI_DOUBLE",5,0,,,5,1032385.417987446,0.199674401 
1,"MPI_Irecv",1032385.417988307,0.199675280,0,6,"MPI_DOUBLE",6,0,,,6,1032385.417989233,0.199676071 
1,"MPI_Irecv",1032385.417989910,0.199676926,0,27,"MPI_DOUBLE",7,0,,,7,1032385.417990637,0.199677565 
1,"MPI_Isend",1032385.417991520,0.199678460,0,68,"MPI_DOUBLE",0,0,,,8,1032385.417992512,0.199679464 
1,"MPI_Isend",1032385.417993303,0.199680330,0,20,"MPI_DOUBLE",2,0,,,9,1032385.417994412,0.199681527 
1,"MPI_Isend",1032385.417995211,0.199682135,0,72,"MPI_DOUBLE",3,0,,,10,1032385.417996564,0.199683252 
1,"MPI_Isend",1032385.417997363,0.199684282,0,19,"MPI_DOUBLE",4,0,,,11,1032385.417998739,0.199685537 
1,"MPI_Isend",1032385.418000184,0.199686827,0,65,"MPI_DOUBLE",5,0,,,12,1032385.418001452,0.199687959 
1,"MPI_Isend",1032385.418002394,0.199689204,0,11,"MPI_DOUBLE",6,0,,,13,1032385.418003359,0.199690341 
1,"MPI_Isend",1032385.418004193,0.199691081,0,28,"MPI_DOUBLE",7,0,,,14,1032385.418004838,0.199691806 
1,"MPI_Waitall",1032385.418013227,0.199700204,0,14,,,"{requests: [15, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}","{statuses: [{bytes:480, cancelled:0, source:0, tag:0, error:0}, {bytes:168, cancelled:0, source:2, tag:0, error:0}, {bytes:520, cancelled:0, source:3, tag:0, error:0}, {bytes:168, cancelled:0, source:4, tag:0, error:0}, {bytes:544, cancelled:0, source:5, tag:0, error:0}, {bytes:48, cancelled:0, source:6, tag:0, error:0}, {bytes:216, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.418015940,0.199703015 
1,"MPI_Comm_size",1032385.418025826,0.199712761,0,8,,,,,,,1032385.418026329,0.199713356 
1,"MPI_Comm_rank",1032385.418027171,0.199714068,0,1,,,,,,,1032385.418027715,0.199714778 
1,"MPI_Irecv",1032385.418028717,0.199715552,0,1,"MPI_DOUBLE",0,0,,,14,1032385.418029339,0.199716295 
1,"MPI_Irecv",1032385.418030145,0.199717059,0,3,"MPI_DOUBLE",3,0,,,13,1032385.418030826,0.199717687 
1,"MPI_Irecv",1032385.418031502,0.199718437,0,2,"MPI_DOUBLE",5,0,,,12,1032385.418032159,0.199718986 
1,"MPI_Irecv",1032385.418033204,0.199720070,0,1,"MPI_DOUBLE",6,0,,,11,1032385.418033762,0.199720783 
1,"MPI_Irecv",1032385.418034780,0.199721512,0,1,"MPI_DOUBLE",7,0,,,10,1032385.418035864,0.199722433 
1,"MPI_Isend",1032385.418037046,0.199723676,0,5,"MPI_DOUBLE",0,0,,,9,1032385.418038307,0.199725007 
1,"MPI_Isend",1032385.418039142,0.199726030,0,4,"MPI_DOUBLE",3,0,,,8,1032385.418040266,0.199727121 
1,"MPI_Isend",1032385.418040922,0.199727938,0,5,"MPI_DOUBLE",5,0,,,7,1032385.418041801,0.199728541 
1,"MPI_Isend",1032385.418042652,0.199729563,0,1,"MPI_DOUBLE",6,0,,,6,1032385.418043468,0.199730390 
1,"MPI_Isend",1032385.418044200,0.199731128,0,1,"MPI_DOUBLE",7,0,,,5,1032385.418045138,0.199732013 
1,"MPI_Waitall",1032385.418047799,0.199734732,0,10,,,"{requests: [14, 13, 12, 11, 10, 9, 8, 7, 6, 5]}","{statuses: [{bytes:8, cancelled:0, source:0, tag:0, error:0}, {bytes:24, cancelled:0, source:3, tag:0, error:0}, {bytes:16, cancelled:0, source:5, tag:0, error:0}, {bytes:8, cancelled:0, source:6, tag:0, error:0}, {bytes:8, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.418049499,0.199736524 
1,"MPI_Comm_size",1032385.418051889,0.199738660,0,8,,,,,,,1032385.418052403,0.199739288 
1,"MPI_Comm_rank",1032385.418053182,0.199740088,0,1,,,,,,,1032385.418053642,0.199740554 
1,"MPI_Comm_size",1032385.418054978,0.199741894,0,8,,,,,,,1032385.418055562,0.199742371 
1,"MPI_Comm_rank",1032385.418056464,0.199743201,0,1,,,,,,,1032385.418056967,0.199743766 
1,"MPI_Irecv",1032385.418057915,0.199744728,0,14,"MPI_DOUBLE",0,0,,,5,1032385.418058825,0.199745455 
1,"MPI_Irecv",1032385.418060200,0.199746840,0,11,"MPI_DOUBLE",2,0,,,6,1032385.418060923,0.199747586 
1,"MPI_Irecv",1032385.418061862,0.199748682,0,16,"MPI_DOUBLE",3,0,,,7,1032385.418062357,0.199749228 
1,"MPI_Irecv",1032385.418063658,0.199750601,0,5,"MPI_DOUBLE",4,0,,,8,1032385.418064328,0.199751049 
1,"MPI_Irecv",1032385.418065448,0.199752298,0,15,"MPI_DOUBLE",5,0,,,9,1032385.418065938,0.199752826 
1,"MPI_Irecv",1032385.418067062,0.199753900,0,10,"MPI_DOUBLE",6,0,,,10,1032385.418067941,0.199754674 
1,"MPI_Irecv",1032385.418069116,0.199755960,0,14,"MPI_DOUBLE",7,0,,,11,1032385.418069783,0.199756661 
1,"MPI_Isend",1032385.418070595,0.199757355,0,13,"MPI_DOUBLE",0,0,,,12,1032385.418071671,0.199758382 
1,"MPI_Isend",1032385.418072499,0.199759377,0,7,"MPI_DOUBLE",2,0,,,13,1032385.418073341,0.199760307 
1,"MPI_Isend",1032385.418074951,0.199761186,0,13,"MPI_DOUBLE",3,0,,,14,1032385.418075961,0.199762657 
1,"MPI_Isend",1032385.418077130,0.199763736,0,6,"MPI_DOUBLE",4,0,,,4,1032385.418078636,0.199765140 
1,"MPI_Isend",1032385.418079322,0.199766281,0,13,"MPI_DOUBLE",5,0,,,3,1032385.418079940,0.199766921 
1,"MPI_Isend",1032385.418080924,0.199767755,0,7,"MPI_DOUBLE",6,0,,,2,1032385.418081870,0.199768720 
1,"MPI_Isend",1032385.418082819,0.199769563,0,9,"MPI_DOUBLE",7,0,,,15,1032385.418083604,0.199770479 
1,"MPI_Waitall",1032385.418084882,0.199771690,0,14,,,"{requests: [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 4, 3, 2, 15]}","{statuses: [{bytes:112, cancelled:0, source:0, tag:0, error:0}, {bytes:88, cancelled:0, source:2, tag:0, error:0}, {bytes:128, cancelled:0, source:3, tag:0, error:0}, {bytes:40, cancelled:0, source:4, tag:0, error:0}, {bytes:120, cancelled:0, source:5, tag:0, error:0}, {bytes:80, cancelled:0, source:6, tag:0, error:0}, {bytes:112, cancelled:0, source:7, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}, {bytes:0, cancelled:0, source:0, tag:0, error:0}]}",,1032385.418087682,0.199774629 
1,"MPI_Comm_size",1032385.418094498,0.199781409,0,8,,,,,,,1032385.418094831,0.199781752 
1,"MPI_Comm_rank",1032385.418095603,0.199782461,0,1,,,,,,,1032385.418096102,0.199782955 
1,"MPI_Irecv",1032385.418099467,0.199786292,0,14,"MPI_DOUBLE",0,0,,,15,1032385.418100119,0.199786945 
1,"MPI_Irecv",1032385.418100947,0.199787780,0,11,"MPI_DOUBLE",2,0,,,2,1032385.418101463,0.199788282 
1,"MPI_Irecv",1032385.418102011,0.199788933,0,16,"MPI_DOUBLE",3,0,,,3,1032385.418102484,0.199789384 
1,"MPI_Irecv",1032385.418103042,0.199789963,0,5,"MPI_DOUBLE",4,0,,,4,1032385.418103547,0.199790454 
1,"MPI_Irecv",1032385.418104497,0.199791279,0,15,"MPI_DOUBLE",5,0,,,14,1032385.418104928,0.199791843 
